1	1
2	2
3	3
4	4
5	3
6	3
6	5
6	6
6	4
7	2
7	7
8	3
9	8
10	9
10	10
10	11
10	3
10	12
10	4
10	13
11	14
12	15
12	9
12	16
12	17
12	18
12	19
12	20
12	21
12	22
13	23
13	2
13	24
13	25
13	5
13	7
14	17
15	17
15	26
15	27
16	3
17	3
18	5
19	28
20	29
20	30
21	3
22	12
22	7
22	31
23	10
24	17
24	5
25	9
26	5
27	32
27	33
27	34
27	35
27	36
27	37
27	38
27	39
27	40
27	41
27	42
27	43
27	44
27	45
27	46
27	47
27	48
27	49
27	50
27	2
27	51
27	52
27	53
27	54
27	55
27	56
27	57
27	58
27	59
27	60
27	61
27	62
27	63
27	64
27	65
27	66
27	67
27	68
27	69
27	70
27	71
27	72
27	73
27	74
27	75
27	76
27	77
27	78
27	79
27	80
27	81
27	82
27	83
27	84
27	85
27	86
27	87
27	88
27	89
27	90
27	91
27	92
27	93
27	94
27	95
27	96
27	97
27	98
27	99
27	100
27	101
27	102
27	103
27	104
27	105
27	106
27	107
27	108
27	109
27	110
27	111
27	112
27	113
27	114
27	115
27	116
27	117
27	118
27	119
27	120
27	121
27	122
27	123
28	9
28	29
28	30
28	3
28	12
28	4
29	124
29	14
30	125
30	126
30	127
30	128
30	129
30	130
30	131
30	132
30	133
30	134
30	135
30	136
30	137
30	138
30	139
30	140
30	141
30	142
30	143
30	144
30	145
30	146
30	147
30	148
30	149
30	150
30	151
30	152
30	153
30	154
30	155
30	156
30	157
30	158
30	159
30	160
30	161
30	162
30	163
30	164
30	165
30	166
30	167
30	168
30	169
30	170
30	171
30	172
30	173
30	174
30	175
30	176
30	177
30	178
30	179
30	180
30	181
30	182
30	183
30	184
30	185
30	186
30	187
30	188
30	189
30	190
30	191
30	192
30	193
30	194
30	195
30	196
30	197
30	198
30	199
30	200
30	201
30	202
30	203
30	204
30	205
30	206
30	207
30	208
30	209
30	9
30	210
30	211
30	212
30	213
30	214
30	215
30	216
30	217
30	218
30	219
30	220
30	221
30	222
30	223
30	224
30	225
30	226
30	227
30	228
30	229
30	230
30	231
30	232
30	233
30	234
30	235
30	236
30	237
30	238
30	239
30	240
30	241
30	242
30	243
30	244
30	245
30	246
30	247
30	248
30	249
30	250
30	251
30	252
30	253
30	254
30	255
30	256
30	257
30	258
30	259
30	260
30	261
30	262
30	263
30	264
30	265
30	266
30	267
30	268
30	269
30	270
30	271
30	272
30	273
30	274
30	275
30	276
30	277
30	278
30	279
30	280
30	281
30	282
30	283
30	284
30	285
30	286
30	287
30	288
30	289
30	290
30	291
30	292
30	293
30	294
30	295
30	296
30	297
30	298
30	299
30	300
30	301
30	302
30	303
30	304
30	305
30	306
30	307
30	308
30	309
30	310
30	311
30	312
30	313
30	314
30	315
30	316
30	317
30	318
30	319
30	320
30	321
30	322
30	323
30	324
30	325
30	326
30	327
30	328
30	329
30	330
30	331
30	332
30	333
30	334
30	335
30	336
30	337
30	338
30	339
30	340
30	341
30	342
30	343
30	344
30	345
30	346
30	347
30	348
30	349
30	350
30	351
30	352
30	353
30	354
30	355
30	356
30	357
30	358
30	359
30	360
30	361
30	362
30	363
30	364
30	365
30	366
30	367
30	368
30	369
30	370
30	371
30	372
30	373
30	374
30	23
30	375
30	376
30	377
30	378
30	379
30	380
30	381
30	382
30	383
30	384
30	385
30	386
30	387
30	388
30	389
30	390
30	391
30	392
30	393
30	394
30	395
30	396
30	397
30	398
30	399
30	400
30	401
30	402
30	403
30	404
30	405
30	406
30	407
30	408
30	409
30	410
30	411
30	412
30	413
30	414
30	415
30	416
30	417
30	418
30	419
30	420
30	421
30	422
30	423
30	424
30	425
30	426
30	427
30	428
30	429
30	430
30	431
30	432
30	433
30	434
30	435
30	436
30	437
30	438
30	439
30	440
30	441
30	442
30	443
30	444
30	445
30	446
30	447
30	448
30	449
30	450
30	451
30	452
30	453
30	454
30	455
30	456
30	457
30	458
30	17
30	459
30	460
30	461
30	462
30	463
30	464
30	465
30	466
30	467
30	468
30	469
30	470
30	471
30	472
30	473
30	474
30	475
30	476
30	477
30	478
30	479
30	480
30	481
30	482
30	2
30	483
30	484
30	485
30	486
30	487
30	488
30	489
30	490
30	491
30	492
30	493
30	494
30	495
30	496
30	497
30	498
30	499
30	500
30	501
30	502
30	503
30	504
30	505
30	506
30	507
30	508
30	509
30	510
30	511
30	512
30	513
30	514
30	515
30	516
30	517
30	518
30	519
30	520
30	521
30	522
30	523
30	524
30	525
30	526
30	527
30	528
30	529
30	530
